orig_linha,data,modelo,imei,valor_venda,brinde,custo,lucro,pix,dinheiro,cartao_credito,cartao_debito,troca_aparelho,soma_pagamentos,diferenca,formas_pgto,tem_troca,modelo_troca,valor_troca,pagto_junto,pagto_junto_grupo,pagto_junto_total,pagto_junto_restante,vendedor,vendedor_id,loja,loja_id,estado,observacao,precisa_revisao,motivo_revisao,entendimento
145,20/06/2026,IPHONE 16 PRO MAX 1TB BRANCO SEMINOVO,356308860291019,5920.0,45.0,5200.0,675.0,5920.0,0,0,0,0,5920.0,0.0,pix,NAO,,0,NAO,,,,Camila,1d12d555-68e9-45f8-bfc0-a35a1d8d7920,CELL,1,seminovo,,NAO,,valor da venda = 5920 | 5920 pix | brinde 45
146,20/06/2026,IPHONE 15 PRO MAX 256GB BRANCO SEMINOVO,355496932694525,4000.0,15.0,3800.0,185.0,4000.0,0,0,0,0,4000.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 4000 | 4000 pix | brinde 15
147,20/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,355101479323146,7300.0,5.0,7000.0,295.0,2400.0,100.0,0,0,4800.0,7300.0,0.0,pix+dinheiro,SIM,ENTROU UM 16 PRO MAX,4800.0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 7300 | 2400 pix + 100 dinheiro + 4800 troca | brinde 5
148,20/06/2026,IPAD 11 A16 128GB AZUL NOVO,FH20FMGHR2,2373.0,0,2230.0,143.0,2373.0,0,0,0,0,2373.0,0.0,outros,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 2373 | 2373 pix
149,20/06/2026,IPHONE 15 PRO MAX 256GB AZUL SEMINOVO,358071245002083,4178.0,60.0,3800.0,318.0,0,0,4178.0,0,0,4178.0,0.0,outros,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 4178 | 4178 credito | brinde 60
150,20/06/2026,IPAD 11 128GB AZUL NOVO,CH07LGKN17,2596.0,130.0,2230.0,236.0,1100.0,0,1496.0,0,0,2596.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 2596 | 1100 pix + 1496 credito | brinde 130
151,20/06/2026,SAMSUNG S24 ULTRA 256GB PRETO SEMINOVO,351339860509485,3875.0,10.0,3500.0,365.0,3730.0,0,145.0,0,0,3875.0,0.0,pix+cartao_credito,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 3875 | 3730 pix + 145 credito (visa 1x (taxa 3.9%)) | brinde 10
152,20/06/2026,IPHONE 15 128GB PRETO SEMINOVO,356758346462891,2890.0,10.0,2650.0,215.0,0,0,2890.0,0,0,2890.0,0.0,cartao_credito,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 2890 | 2890 credito (visa 12x (taxa 12.1%)) | brinde 10
153,20/06/2026,IPHONE 16 PRO MAX 256GB DESERT SEMINOVO,35762631919678,5000.0,25.0,4800.0,175.0,2500.0,0,0,0,0,2500.0,2500.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,SIM,So extraiu: 2500 pix de 5000 → falta R$ 2500 sem valor explicito no texto,
154,20/06/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,350230977615276,7600.0,55.0,7250.0,295.0,0,0,5000.0,0,2600.0,7600.0,0.0,troca_aparelho,SIM,IPH 13 PRO MAX,2600.0,NAO,,,,Ana Beatriz,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 7600 | 5000 credito (visa 6x (taxa 8.0%)) + 2600 troca | brinde 55
155,20/06/2026,IPHONE 16 PRO MAX 512GB SEMINOVO - GARANTIA APARELHO 26.02,356864562003003,6450.0,25.0,5920.0,505.0,0,0,0,0,2900.0,2900.0,3550.0,troca_aparelho,SIM,IPHONE 15 512GB A,2900.0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,seminovo,,SIM,So extraiu: 2900 troca de 6450 → falta R$ 3550 sem valor explicito no texto,
156,20/06/2026,IPHONE 16 PRO MAX 256GB DESERT SEMINOVO,359518870896865,5100.0,40.0,4800.0,260.0,4700.0,0,0,0,400.0,5100.0,0.0,pix+troca_aparelho,SIM,IPH XR,400.0,NAO,,,,Raissa,0dd2c938-c6dd-4f5d-aac5-ed045ee5d2fb,CELL,1,seminovo,,NAO,,valor da venda = 5100 | 4700 pix + 400 troca | brinde 40
157,20/06/2026,IPHONE 14 LILAS 128GB SEMINOVO,355794422126853,2100.0,15.0,1900.0,185.0,2100.0,0,0,0,0,2100.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 2100 | 2100 pix | brinde 15
158,20/06/2026,IPHONE 12 128GB PRETO SEMINOVO,353490929449011,1280.0,10.0,1160.0,110.0,1000.0,280.0,0,0,0,1280.0,0.0,pix+dinheiro,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 1280 | 1000 pix + 280 dinheiro | brinde 10
159,20/06/2026,MACBOOK NEO 256GB AZUL NOVO,,4527.0,0,4350.0,177.0,4527.0,0,0,0,0,4527.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,Sem IMEI,SIM,Sem IMEI,valor da venda = 4527 | 4527 pix
160,20/06/2026,IPHONE 17 PRO 256GB BRANCO NOVO,,7176.0,15.0,6750.0,411.0,4526.0,0,0,0,2650.0,7176.0,0.0,pix+troca_aparelho,SIM,IPH 14 PRO 128GB,2650.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,Sem IMEI,SIM,Sem IMEI,valor da venda = 7176 | 4526 pix + 2650 troca | brinde 15
161,20/06/2026,IPHONE 17 PRO MAX 256GB BRANCO SEMINOVO,358640380782129,7350.0,25.0,6600.0,725.0,6150.0,0,0,0,1200.0,7350.0,0.0,pix+troca_aparelho,SIM,IPH 12 PRO MAX 128GB,1200.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 7350 | 6150 pix + 1200 troca | brinde 25
162,20/06/2026,IPHONE 14 PRO MAX 256GB ROXO SEMINOVO,359761973185063,3562.0,25.0,3150.0,387.0,0,0,0,0,0,0,3562.0,garantia,NAO,,0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,seminovo,,SIM,"Nada extraiu de 3562 → formas ""garantia"" sem valores no texto",
163,21/06/2026,IPHONE 15 128GB ROSA SEMINOVO - GARANTIA APARELHO 15.05,358684525276241,2970.0,15.0,2650.0,0,0,0,420.0,0,0,420.0,2550.0,outros,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,CELL,1,seminovo,,SIM,So extraiu: 420 credito de 2970 → falta R$ 2550 sem valor explicito no texto,
164,21/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,357247257803680,7420.0,60.0,6900.0,460.0,7420.0,0,0,0,0,7420.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 7420 | 7420 pix | brinde 60
165,21/06/2026,IPHONE 15 PRO MAX 256GB AZUL SEMINOVO,356964462417806,4170.0,25.0,3800.0,345.0,0,0,4170.0,0,0,4170.0,0.0,outros,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 4170 | 4170 credito | brinde 25
166,21/06/2026,IPHONE 15 PRO MAX 256GB BRANCO SEMINOVO,356964461952969,4000.0,35.0,3600.0,365.0,4000.0,0,0,0,0,4000.0,0.0,pix,NAO,,0,NAO,,,,Ana Beatriz,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 4000 | 4000 pix | brinde 35
167,21/06/2026,IPHONE 17 PRO MAX 256GB NOVO AZUL,357247257649059,7350.0,5.0,7000.0,345.0,4850.0,500.0,0,0,0,5350.0,2000.0,pix+dinheiro,NAO,,0,NAO,,,,Angel,97f12885-87ad-426a-8bbb-656889d82e10,BLOCO B,20,novo,Vendedor Angel - pendente ID real,SIM,So extraiu: 4850 pix + 500 dinheiro de 7350 → falta R$ 2000 sem valor explicito no texto; Vendedor Angel - pendente ID real,
168,21/06/2026,IPHONE 12 128GB PRETO SEMINOVO,353361737646116,1455.0,23.0,1160.0,272.0,0,0,1455.0,0,0,1455.0,0.0,outros,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 1455 | 1455 credito | brinde 23
169,21/06/2026,IPHONE 15 PLUS 128GB PRETO NOVO,357977669432302,4500.0,15.0,4300.0,185.0,4500.0,0,0,0,0,4500.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 4500 | 4500 pix | brinde 15
170,21/06/2026,IPHONE 17 PRO 256GB BRANCO NOVO,352574675400509,6950.0,5.0,6750.0,195.0,300.0,1000.0,5650.0,0,0,6950.0,0.0,pix+dinheiro+cartao_credito,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 6950 | 300 pix + 1000 dinheiro + 5650 credito | brinde 5
171,21/06/2026,IPHONE 17 PRO MAX 256GB BRANCO NOVO,357920795494028,7400.0,5.0,7250.0,145.0,2600.0,0,0,0,4800.0,7400.0,0.0,pix,SIM,ENTROU UM 16 PRO MAX SEMINOVO POR,4800.0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 7400 | 2600 pix + 4800 troca | brinde 5
172,21/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,359178371574212,7300.0,20.0,6900.0,380.0,1000.0,0,0,0,6300.0,7300.0,0.0,pix+pagamento_junto,SIM,PAGOU; ENTROU UM 15 PRO MAX SEMINOVO POR,6300.0,SIM,7,7490.0,0,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,"Pagto junto (Aparelho 1/2, total grupo R$ 7,490)",NAO,,grupo 7 (172 e 173): valor da venda = 7300 | 1000 pix + 6300 troca = 7300 | grupo R$ 7490
173,21/06/2026,FONTE ORIGINAL APPLE BRANCO NOVO,C4H61040G83Q8YQA3,190.0,0,125.0,65.0,190.0,0,0,0,0,190.0,0.0,pagamento_junto,NAO,,0,SIM,7,7490.0,0,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,"Pagto junto (Aparelho 2/2, total grupo R$ 7,490)",NAO,,grupo 7 (172 e 173): valor da venda = 190 | 190 pix = 190 | grupo R$ 7490
174,21/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,359178371686834,7360.0,70.0,6900.0,390.0,7360.0,0,0,0,0,7360.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 7360 | 7360 pix | brinde 70
175,21/06/2026,IPHONE 13 PRO MAX 128GB AZUL SEMINOVO,358074296851614,3115.0,50.0,2550.0,236.0,115.0,0,0,0,0,115.0,3000.0,pix,NAO,,0,NAO,,,,Raissa,0dd2c938-c6dd-4f5d-aac5-ed045ee5d2fb,CELL,1,seminovo,,SIM,So extraiu: 115 pix de 3115 → falta R$ 3000 sem valor explicito no texto,
176,21/06/2026,IPHONE 14 PRO MAX 128GB BRANCO SEMINOVO,353360940717383,3660.0,40.0,3075.0,205.0,3660.0,0,0,0,0,3660.0,0.0,outros,NAO,,0,NAO,,,,Raissa,0dd2c938-c6dd-4f5d-aac5-ed045ee5d2fb,CELL,1,seminovo,,NAO,,valor da venda = 3660 | 3660 pix | brinde 40
177,21/06/2026,IPHONE 13 PRO MAX 512GB AZUL SEMINOVO,359330188973216,3250.0,25.0,2900.0,154.0,1100.0,0,0,0,0,1100.0,2150.0,pix,NAO,,0,NAO,,,,Raissa,0dd2c938-c6dd-4f5d-aac5-ed045ee5d2fb,CELL,1,seminovo,,SIM,So extraiu: 1100 pix de 3250 → falta R$ 2150 sem valor explicito no texto,
178,21/06/2026,IPHONE 16 PRO MAX 256GB DESERT SEMINOVO,357590875015280,5150.0,5.0,4800.0,345.0,5150.0,0,0,0,0,5150.0,0.0,pix,NAO,,0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,seminovo,,NAO,,valor da venda = 5150 | 5150 pix | brinde 5
179,21/06/2026,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,350572412978086,5100.0,25.0,4800.0,275.0,5100.0,0,0,0,0,5100.0,0.0,pix,NAO,,0,NAO,,,,Renan,a50f1e24-aabb-41c1-b817-b4a4950bb1e4,BLOCO B,20,seminovo,,NAO,,valor da venda = 5100 | 5100 pix | brinde 25
180,21/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,357247257995858,7350.0,20.0,7000.0,320.0,7350.0,0,0,0,0,7350.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 7350 | 7350 pix | brinde 20
181,21/06/2026,IPHONE 13 PRO MAX 128GB GRAFITE SEMINOVO,351596246648317,2700.0,20.0,2550.0,130.0,0,0,2700.0,0,0,2700.0,0.0,cartao_credito,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 2700 | 2700 credito (visa 10x (taxa 10.9%)) | brinde 20
182,21/06/2026,IPHONE 13 128GB ROSA SEMINOVO,355611223279998,1850.0,0,1700.0,150.0,0,650.0,0,0,1200.0,1850.0,0.0,dinheiro+troca_aparelho,SIM,IPH 14 128GB PRETO,1200.0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 1850 | 650 dinheiro + 1200 troca
183,21/06/2026,IPHONE 11 128GB LILAS SEMINOVO,,800.0,0,700.0,100.0,800.0,0,0,0,0,800.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,Sem IMEI,SIM,Sem IMEI,valor da venda = 800 | 800 pix
184,21/06/2026,IPHONE 17 PRO MAX 256GB BRANCO SEMINOVO,35088986579925,7225.0,145.0,6600.0,480.0,4000.0,0,0,0,0,4000.0,3225.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,SIM,So extraiu: 4000 pix de 7225 → falta R$ 3225 sem valor explicito no texto,
185,21/06/2026,IPHONE 17 256GB BRANCO NOVO,,5412.0,15.0,4950.0,447.0,5412.0,0,0,0,0,5412.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,Sem IMEI,SIM,Sem IMEI,valor da venda = 5412 | 5412 pix | brinde 15
186,21/06/2026,REDMI NOTE 15 PRO 5G PRETO 512GB NOVO,,1910.0,0,1870.0,40.0,1910.0,0,0,0,0,1910.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,Sem IMEI,SIM,Sem IMEI,valor da venda = 1910 | 1910 pix
187,21/06/2026,IPHONE 17 PRO MAX 256GB BRANCO NOVO,359652123329802,7650.0,25.0,7250.0,375.0,5450.0,0,0,0,2200.0,7650.0,0.0,pix+troca_aparelho,SIM,IPH 14 PLUS 128GB LILAS,2200.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,NAO,,valor da venda = 7650 | 5450 pix + 2200 troca | brinde 25
188,21/06/2026,IPHONE 17 PRO MAX 1TB BRANCO NOVO,,10400.0,25.0,10100.0,275.0,5200.0,0,0,0,5200.0,10400.0,0.0,pix+troca_aparelho,SIM,IPH 16 PRO MAX,5200.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,Sem IMEI,SIM,Sem IMEI,valor da venda = 10400 | 5200 pix + 5200 troca | brinde 25
189,21/06/2026,IPHONE 15 PRO MAX 256GB BRANCO SEMINOVO,,4100.0,65.0,3800.0,235.0,2350.0,0,0,0,1750.0,4100.0,0.0,pix+troca_aparelho+pagamento_junto,SIM,IPH 14 128GB PRETA,1750.0,SIM,8,7266.0,0,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,"Pagto junto (Aparelho 1/2, total grupo R$ 7,266); Sem IMEI",SIM,Sem IMEI,grupo 8 (189 e 190): valor da venda = 4100 | 2350 pix + 1750 troca = 4100 | grupo R$ 7266
190,21/06/2026,IPHONE 14 PRO MAX PRETO SEMINOVO,,3166.0,15.0,3075.0,76.0,3166.0,0,0,0,0,3166.0,0.0,pagamento_junto,NAO,,0,SIM,8,7266.0,0,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,"Pagto junto (Aparelho 2/2, total grupo R$ 7,266); Sem IMEI",SIM,Sem IMEI,grupo 8 (189 e 190): valor da venda = 3166 | 3166 pix = 3166 | grupo R$ 7266
191,21/06/2026,IPHONE 17 PRO MAX 256GB SILVER SEMINOVO,358206130759880,6850.0,0,6600.0,250.0,4400.0,0,0,0,0,4400.0,2450.0,pix+troca_aparelho,NAO,,0,NAO,,,,Ruyter,85743f3e-1b32-49c0-9d9e-c16afd690f7d,CASES,19,seminovo,,SIM,So extraiu: 4400 pix de 6850 → falta R$ 2450 sem valor explicito no texto,
192,21/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,MFXJ4LL/A,7300.0,20.0,7000.0,280.0,5700.0,0,0,0,1600.0,7300.0,0.0,pix,SIM,ENTRANDO 13 128GB VERDE A,1600.0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,novo,,NAO,,valor da venda = 7300 | 5700 pix + 1600 troca | brinde 20
193,23/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,357247257710968,7400.0,15.0,7000.0,385.0,4600.0,0,0,0,2800.0,7400.0,0.0,pix,SIM,ENTROU UM 14 PRO MAX SEMINOVO POR,2800.0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 7400 | 4600 pix + 2800 troca | brinde 15
194,23/06/2026,FONTE APPLE ORIGINAL BRANCO,C4H6123284GQ8YQAZ,330.0,35.0,125.0,170.0,330.0,0,0,0,0,330.0,0.0,pix,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 330 | 330 pix | brinde 35
195,23/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,355101477277286,7203.0,15.0,6900.0,288.0,0,0,7203.0,0,0,7203.0,0.0,outros,NAO,,0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 7203 | 7203 credito | brinde 15
196,23/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,359652126214217,7345.0,45.0,6900.0,400.0,0,0,2545.0,0,4800.0,7345.0,0.0,outros,SIM,ENTROU UM 16 PRO MAX 256 SEMINOVO POR,4800.0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 7345 | 2545 credito + 4800 troca | brinde 45
197,23/06/2026,IPHONE 17 PRO MAX 256GB SILVER LACRADO,359372359613163,8372.0,40.0,7250.0,236.0,0,0,0,0,1300.0,1300.0,7072.0,troca_aparelho,SIM,IPHONE 11 PRO MAX,1300.0,NAO,,,,Raissa,0dd2c938-c6dd-4f5d-aac5-ed045ee5d2fb,CELL,1,novo,,SIM,So extraiu: 1300 troca de 8372 → falta R$ 7072 sem valor explicito no texto,
198,23/06/2026,IPHONE 16 PRO MAX 1TB NATURAL SEMINOVO,359222380475605,5566.0,0,5200.0,366.0,5566.0,0,0,0,0,5566.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 5566 | 5566 pix
199,23/06/2026,IPHONE 17 PRO MAX 256GB AZUL SEMINOVO,359285691157691,7500.0,10.0,6600.0,890.0,4850.0,0,0,0,2650.0,7500.0,0.0,pix+troca_aparelho,SIM,IPH 14 PRO 256GB PRETO,2650.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,,NAO,,valor da venda = 7500 | 4850 pix + 2650 troca | brinde 10
200,23/06/2026,IPHONE 17 PRO MAX 256GB BRANCO NOVO,359372358367985,7750.0,145.0,7250.0,355.0,5100.0,0,0,0,2650.0,7750.0,0.0,pix+troca_aparelho,SIM,IPH 15 128GB PRETO,2650.0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,NAO,,valor da venda = 7750 | 5100 pix + 2650 troca | brinde 145
201,23/06/2026,IPHONE 17 PRO MAX 256GB AZUL SEMINOVO,35928569296526,6950.0,10.0,6600.0,340.0,3150.0,0,0,0,3800.0,6950.0,0.0,pix+troca_aparelho+pagamento_junto,SIM,IPH 14 256GB PRETO; IPH 13 128GB,3800.0,SIM,9,14700.0,0,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,seminovo,"Pagto junto (Aparelho 1/2, total grupo R$ 14,700)",NAO,,grupo 9 (201 e 202): valor da venda = 6950 | 3150 pix + 3800 troca = 6950 | grupo R$ 14700
202,23/06/2026,IPHONE 17 PRO MAX BRANCO NOVO,353763617375619,7750.0,15.0,7250.0,485.0,7750.0,0,0,0,0,7750.0,0.0,pagamento_junto,NAO,,0,SIM,9,14700.0,0,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,"Pagto junto (Aparelho 2/2, total grupo R$ 14,700)",NAO,,grupo 9 (201 e 202): valor da venda = 7750 | 7750 pix = 7750 | grupo R$ 14700
203,23/06/2026,APPLE WATCH S11 46 MM SPACE GRAY NOVO,mwyy9c3fq5,2450.0,5.0,2750.0,295.0,2450.0,0,0,0,0,2450.0,0.0,pix,NAO,,0,NAO,,,,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,novo,,NAO,,valor da venda = 2450 | 2450 pix | brinde 5
204,24/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,357247258909189,7150.0,15.0,6900.0,235.0,7150.0,0,0,0,0,7150.0,0.0,pix+pagamento_junto,NAO,,0,SIM,10,7300.0,0,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,"Pagto junto (Aparelho 1/2, total grupo R$ 7,300)",NAO,,grupo 10 (204 e 205): valor da venda = 7150 | 7150 pix = 7150 | grupo R$ 7300
205,24/06/2026,FONTE APPLE ORIGINAL,C4H610305UYQ8YQAU,150.0,0,125.0,25.0,150.0,0,0,0,0,150.0,0.0,pagamento_junto,NAO,,0,SIM,10,7300.0,0,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,"Pagto junto (Aparelho 2/2, total grupo R$ 7,300)",NAO,,grupo 10 (204 e 205): valor da venda = 150 | 150 pix = 150 | grupo R$ 7300
206,24/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,357247258811823,7500.0,35.0,7000.0,465.0,1000.0,0,0,0,4800.0,5800.0,1700.0,pix+troca_aparelho,SIM,IPHONE 16 PRO MAX,4800.0,NAO,,,,Ruyter,85743f3e-1b32-49c0-9d9e-c16afd690f7d,CASES,19,novo,,SIM,So extraiu: 1000 pix + 4800 troca de 7500 → falta R$ 1700 sem valor explicito no texto,
207,24/06/2026,IPHONE 16 PRO MAX 256GB NATURAL SEMINOVO,355445520114743,5000.0,20.0,4800.0,180.0,2200.0,0,0,0,2800.0,5000.0,0.0,pix+troca_aparelho,SIM,IPH 14 PRO MAX ROXO 256GB,2800.0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,NAO,,valor da venda = 5000 | 2200 pix + 2800 troca | brinde 20
208,24/06/2026,IPAD 11 128GB SILVER NOVO,J9JJP7WP9G,2410.0,20.0,2230.0,170.0,1560.0,0,850.0,0,0,2410.0,0.0,pix+cartao_credito,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 2410 | 1560 pix + 850 credito (visa 2x (taxa 5.0%)) | brinde 20
209,24/06/2026,IPHONE 16 PRO MAX 256GB BRANCO SEMINOVO,,5122.0,25.0,4800.0,297.0,5122.0,0,0,0,0,5122.0,0.0,pix,NAO,,0,NAO,,,,Ruyter,85743f3e-1b32-49c0-9d9e-c16afd690f7d,CASES,19,seminovo,Sem IMEI,SIM,Sem IMEI,valor da venda = 5122 | 5122 pix | brinde 25
210,24/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,359178370047483,7200.0,15.0,6900.0,285.0,7200.0,0,0,0,0,7200.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,NAO,,valor da venda = 7200 | 7200 pix | brinde 15
211,24/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,351205748943701,7000.0,0,6900.0,100.0,7000.0,0,0,0,0,7000.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,NAO,,valor da venda = 7000 | 7000 pix
212,24/06/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,350230979927422,7450.0,25.0,7200.0,225.0,3750.0,0,0,0,3700.0,7450.0,0.0,pix+pagamento_junto,SIM,ENTRANDO 15 PRO MAX 256 GB A,3700.0,SIM,11,8700.0,0,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,novo,"Pagto junto (Aparelho 1/2, total grupo R$ 8,700)",NAO,,grupo 11 (212 e 213): valor da venda = 7450 | 3750 pix + 3700 troca = 7450 | grupo R$ 8700
