DATA,MODELO,IMEI,VALOR DE VENDA,BRINDE,CUSTO APARELHO,FORMA DE PAGAMENTO,VALOR LIQUIDO,LUCRO,MÊS,ANO,VENDEDOR,LOJA
22/05/2026,REDMI NOTE 15 5G 256GB PRETO NOVO,861950072519774,"R$ 1.600,00","R$ 50,00","R$ 1.380,00",Cartão 6x,,"R$ 170,00",mai,26,MARCELA,ONLINE
22/05/2026,REDMI NOTE 15 5G 256GB PRETO NOVO,861950072535226,"R$ 1.500,00",R$ -,"R$ 1.380,00",PIX,,"R$ 120,00",mai,26,MARCELA,ONLINE
22/05/2026,REDMI NOTE 15 5G 256GB PRETO NOVO,865292085328620,"R$ 1.600,00","R$ 70,00","R$ 1.380,00","1600,00 cartão",,"R$ 150,00",mai,26,MARCELA,ONLINE
22/05/2026,IPHONE 17 PRO 256GB BRANCO SEMINOVO,35 550035 135691 0,"R$ 6.900,00","R$ 50,00","R$ 6.100,00","4.250,00 PIX / ENTRADA : IPHONE 15 128 GB PRETO = 2650,00",,"R$ 750,00",mai,26,Guilherme,BLOCO B
22/05/2026,IPHONE 16 PRO 256GB PRETO SEMINOVO,35 598388 957415 6,"R$ 4.800,00","R$ 25,00","R$ 4.500,00","2950 em PIX / CARTÃO : 1988,18 em 3x",,"R$ 275,00",mai,26,Guilherme,BLOCO B
22/05/2026,IPHONE 16 128GB BRANCO NOVO,356004167522577,"R$ 4.360,00","R$ 75,00","R$ 4.050,00",4303 em 12x /57 em 1x,,"R$ 235,00",mai,26,MARCELA,ONLINE
23/05/2026,IPHONE 11 PRO MAX 512GB BRANCO SEMINOVO,35 391510 641959 3,"R$ 550,00",R$ -,"R$ 500,00",PIX,,"R$ 50,00",mai,26,MARCELA,ONLINE
23/05/2026,IPHONE 16 PRO MAX 512GB DESERT SEMINOVO,35676068477827 6,"R$ 5.561,00","R$ 25,00","R$ 5.150,00","1106,00 10x /4455,00 10x",,"R$ 386,00",mai,26,MARCELA,ONLINE
23/05/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,358206135981398,"R$ 8.400,00","R$ 20,00","R$ 7.900,00","PIX R$ 7.300,00 / ENTRADA IPH 16 PRO MAX R$ 4.800,00 (PAGAMENTO JUNTO, APARELHO 1)",,"R$ 860,00",mai,26,LUIZ HENRIQUE,CELL
23/05/2026,IPHONE 17 PRO 256GB SILVER NOVO,352574671693388,"R$ 7.700,00","R$ 20,00","R$ 7.300,00","ENTRADA IPH 16 PRO 128GB DESERT R$ 4.000,00 / PAGAMENTO JUNTO APARELHO 2",,,mai,26,LUIZ HENRIQUE,CELL
23/05/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,351205740141759,"R$ 8.200,00","R$ 15,00","R$ 7.850,00","PIX R$ 8.200,00",,"R$ 335,00",mai,26,LUIZ HENRIQUE,CELL
23/05/2026,IPHONE 15 PRO 256GB BRANCO SEMINOVO,350839531594007,"R$ 3.600,00",R$ -,"R$ 3.400,00",PIX,,"R$ 200,00",mai,26,RENAN,BLOCO B
23/05/2026,IPAD 11 128GB AZUL LACRADO,MD7P7G9W9D,"R$ 2.950,00",,"R$ 2.090,00",PIX,,"R$ 710,00",mai,26,Camila,CELL
23/05/2026,GALAXY A56 5G 256GB PRETO LACRADO,351814335898119,"R$ 2.100,00","R$ 15,00","R$ 1.900,00",PIX,,"R$ 185,00",mai,26,RENATA,CELL
23/05/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,35 457035 7307499,"R$ 3.950,00","R$ 25,00","R$ 3.700,00","1.250,00. Crédito / 2.700,00 entrada iPhone 13 PRO MAX 512gb",,"R$ 225,00",mai,26,Yasmin,CELL
23/05/2026,IPHONE 13 128GB BRANCO SEMINOVO,359551273163864,"R$ 1.900,00","R$ 25,00","R$ 1.780,00",PIX,,"R$ 95,00",mai,26,Ronald,CASES
23/05/2026,IPHONE 17 PRO 256GB AZUL NOVO,352574671224184,"R$ 7.530,00","R$ 20,00","R$ 7.300,00",PIX,,"R$ 210,00",mai,26,Ronald,CASES
23/05/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,351668145588454,"R$ 8.150,00","R$ 20,00","R$ 8.000,00","4.600,00 PIX / 3.887,85 CRÉDITO 7x",,"R$ 130,00",mai,26,Ronald,CASES
23/05/2026,IPHONE 14 PRO MAX 512GB SEMINOVO,357938436579106,"R$ 3.730,00","R$ 25,00","R$ 2.500,00","2.000,00 PIX / 1.800,00 CRÉDITO 1x",,"R$ 205,00",mai,26,Ronald,CASES
23/05/2026,IPHONE XR 64GB PRETO SEMINOVO,356827112692377,"R$ 600,00",R$ -,"R$ 500,00",PIX,,"R$ 100,00",mai,26,Ronald,CASES
23/05/2026,IPHONE 16 PRO MAX 1T DESERT SEMINOVO,35 506754 229880 7,"R$ 5.850,00","R$ 40,00","R$ 5.300,00",PIX,,"R$ 510,00",mai,26,Ruyter,CASES
23/05/2026,IPHONE 15 128GB PRETO SEMINOVO,35 175072 4879288,"R$ 3.076,00","R$ 25,00","R$ 2.730,00","736,00 DINHEIRO / 2.000,00 CRÉDITO 6X",,"R$ 321,00",mai,26,Ronald,CASES
23/05/2026,IPHONE 16 PRO MAX 512GB PRETO SEMINOVO,35 427635 7875838,"R$ 5.389,00","R$ 25,00","R$ 5.150,00",CREDITO (PAGAMENTO JUNTO APARELHO 1),,"R$ 214,00",mai,26,Yasmin,CELL
23/05/2026,IPHONE 16 PRO MAX 1TB DESERT SEMINOVO,35 506754 2462973,"R$ 5.500,00","R$ 25,00","R$ 5.300,00",PAGAMENTO JUNTO APARELHO 2,,"R$ 175,00",mai,26,Yasmin,CELL
23/05/2026,IPHONE 17 PRO 256GB BRANCO SEMINOVO,35 683967 677847 6,"R$ 6.700,00","R$ 50,00","R$ 6.100,00","R$ 4.050,00 PIX / Entrando : IPHONE 15 ROSA 128 GB a 2650,00",,"R$ 550,00",mai,26,Guilherme,BLOCO B
23/05/2026,IPHONE 16 PRO 128GB DESERT SEMINOVO,35 005963 892359 1,"R$ 4.450,00","R$ 20,00","R$ 4.200,00","4.994,39 em 10x",,"R$ 230,00",mai,26,Guilherme,BLOCO B
23/05/2026,IPHONE 12 64GB LILAS SEMINOVO,35 334288 033760 4,"R$ 1.350,00","R$ 25,00","R$ 1.150,00","1.421,06 em 2x",,"R$ 175,00",mai,26,Guilherme,BLOCO B
23/05/2026,POCO C85 PRETO 256GB NOVO,864280086544668,"R$ 997,00",R$ -,"R$ 880,00",PIX,,"R$ 117,00",mai,26,Higor Guedes,CELL
23/05/2026,IPHONE 17 PRO MAX 1TB BRANCO NOVO,350230970121553,"R$ 10.678,00","R$ 10,00","R$ 10.300,00","ENTRADA IPH 16 PRO MAX BRANCO 256GB R$ 4.850,00 / PIX 500,00  / PIX 5.328,00",,"R$ 368,00",mai,26,Higor Guedes,CELL
23/05/2026,IPHONE 16 PRO MAX 256GB NATURAL SEMINOVO,35 824552 457307 7,"R$ 5.200,00","R$ 25,00","R$ 4.850,00","ENTRADA IPH 14 PRO MAX R$ 3.100,00 / PIX 2.100",,"R$ 325,00",mai,26,Higor Guedes,CELL
23/05/2026,IPHONE 17 PRO LARANJA 256GB NOVO,352001995775691,"R$ 7.450,00","R$ 10,00","R$ 7.300,00","ENTRADA IPH 16 PRO 4.500/ PIX 950,00 / DINHEIRO 2.000,00",,"R$ 140,00",mai,26,Higor Guedes,CELL
23/05/2026,ULTRA 3 NOVO PRETO,HV4QK4YL20,"R$ 4.650,00",R$ -,"R$ 4.580,00","ENTRADA APPLE WATCH S8 1.000,00 / PIX 3.650,00",,"R$ 70,00",mai,26,Higor Guedes,CELL
23/05/2026,TV Q LED TCL P7K,TV QLED P7K TCL,"R$ 4.600,00",R$ -,"R$ 3.850,00","PIX 2.800,00 / ENTRADA IPH 13 128GB ROSA 1.800",,"R$ 750,00",mai,26,Higor Guedes,CELL
23/05/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,35 23107257320 09,"R$ 4.000,00","R$ 28,00","R$ 3.700,00",PIX,,"R$ 272,00",mai,26,ANGEL,BLOCO B
24/05/2026,IPHONE 17 PRO MAX 256GB  BRANCO NOVO,350230976530443,"R$ 8.296,00","R$ 25,00","R$ 7.850,00","PIX 4.950/ PIX 96,00 / ENTRADA IPHONE 17 PRO MAX 256GB AZUL R$ 3.250,00",,"R$ 421,00",mai,26,Higor Guedes,CELL
24/05/2026,IPHONE 14 PLUS 128GB LILAS SEMINOVO,35 825793 0308303,"R$ 2.400,00","R$ 25,00","R$ 2.150,00",PIX,,"R$ 225,00",mai,26,Higor Guedes,CELL
24/05/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,351771409636900,"R$ 8.250,00",R$ -,"R$ 7.900,00","R$ 6.150,00 PIX /ENTRANDO IPHONE 11 64gb preto 400,00 /IPHONE 14 128gb azul 1.700/SENDO 180$ DE ACESSÓRIO",,"R$ 350,00",mai,26,ANGEL,BLOCO B
24/05/2026,REDMI NOTE 15 PRO 5G 256GB PRETO NOVO,863573084082744,"R$ 1.850,00",R$ -,"R$ 1.660,00",PIX,,"R$ 190,00",mai,26,MARCELA,ONLINE
24/05/2026,IPHONE 15 PRO MAX 256GB AZUL SEMINOVO,354773167256449,"R$ 4.093,00","R$ 50,00","R$ 3.700,00","2500,00 pix / 1593,00 em 10x",,"R$ 343,00",mai,26,MARCELA,ONLINE
24/05/2026,IPHONE 17 PRO MAX 256GB AZUL LACRADO,35 965212 204198 6,"R$ 7.800,00","R$ 5,00","R$ 7.650,00",PIX,,"R$ 145,00",mai,26,RENATA,CELL
24/05/2026,IPHONE 16 PRO MAX 512GB PRETO SEMINOVO,352641353019966,"R$ 5.500,00","R$ 25,00","R$ 5.150,00","2400,00 em 3x /entrou um 16 128 seminovo na troca por 3100,00",,"R$ 325,00",mai,26,MARCELA,ONLINE
24/05/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,353314497716249,"R$ 7.860,00","R$ 45,00","R$ 7.650,00",PIX,,"R$ 165,00",mai,26,MARCELA,ONLINE
24/05/2026,IPAD AIR M4 11° SPACE GRAY NOVO,DGM6TN696L,"R$ 3.900,00","R$ 30,00","R$ 3.650,00","5420,00 pix (PAGAMENTO JUNTO APARELHO 1)",,"R$ 220,00",mai,26,MARCELA,ONLINE
24/05/2026,AIPORDS PRO 3 BRANCO NOVO,DKQV09VNQJ,"R$ 1.520,00",R$ -,"R$ 1.435,00",PIX,,"R$ 85,00",mai,26,MARCELA,ONLINE
24/05/2026,REDMI NOTE 15 PRO 4G 512GB TITANIO NOVO,863911087323881,"R$ 1.900,00","R$ 5,00","R$ 1.800,00","1000,00 dinheiro / 900,00 pix (RAMONA)",,"R$ 95,00",mai,26,MARCELA,ONLINE
24/05/2026,IPHONE 17 PRO 256GB SILVER SEMINOVO,35 045577 856717 4,"R$ 6.750,00","R$ 10,00","R$ 6.100,00","R$3650,00 no crédito em 5x / pegando um 15 pro 256 azul por R$3100,00",,"R$ 640,00",mai,26,RENAN,BLOCO B
24/05/2026,IPHONE 13 PRO 128GB SEMINOVO,354903621734992,"R$ 2.400,00",R$ -,"R$ 2.300,00",DINHEIRO,,"R$ 100,00",mai,26,Ronald,CASES
24/05/2026,IPHONE 16 PRO MAX 1TB BRANCO SEMINOVO,356864569095853,"R$ 5.800,00","R$ 25,00","R$ 5.300,00","1.300,00 dinheiro / 2.865,96 CREDITO 8X",,"R$ 475,00",mai,26,Ronald,CASES
24/05/2026,IPHONE 13 128GB AZUL SEMINOVO,350196694023757,"R$ 2.075,00","R$ 25,00","R$ 1.780,00","2.328,84 CREDITO 10X",,"R$ 270,00",mai,26,Ronald,CASES
24/05/2026,IPHONE 17 PRO MAX 256GB NOVO,353763614060768,"R$ 7.875,00","R$ 25,00","R$ 7.650,00","8.838,38 CREDITO 10X",,"R$ 200,00",mai,26,Ronald,CASES
24/05/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,357247256152923,"R$ 7.950,00",R$ -,"R$ 7.850,00","12.500,00 PIX (PAGAMENTO JUNTO, APARELHO 1)",,"R$ 100,00",mai,26,Ronald,CASES
24/05/2026,APPLE PENCIL USB C NOVO,H4719R9MG2,"R$ 770,00",R$ -,"R$ 630,00",PAGAMENTO JUNTO APARELHO 2,,"R$ 140,00",mai,26,Ronald,CASES
24/05/2026,IPAD 11 128GB ROSA NOVO,FCYK60J9ML,"R$ 2.190,00",R$ -,"R$ 2.090,00",PAGAMENTO JUNTO APARELHO 3,,"R$ 100,00",mai,26,Ronald,CASES
24/05/2026,AIRPORDS PRO 3 NOVO,LLG9MVVVJ9,"R$ 1.590,00",R$ -,"R$ 1.490,00",PAGAMENTO JUNTO APARELHO 4,,"R$ 100,00",mai,26,Ronald,CASES
26/05/2026,IPHONE 14 128GB BRANCO SEMINOVO,35 579442 866114 3,"R$ 2.150,00","R$ 25,00","R$ 1.900,00","R$2150,00 no crédito em 3x",,"R$ 225,00",mai,26,RENAN,BLOCO B
26/05/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,359897655192066,"R$ 4.150,00","R$ 25,00","R$ 3.700,00","3050 cartão / 1100,00 dinheiro",,"R$ 425,00",mai,26,MARCELA,ONLINE
26/05/2026,IPAD 11° (A16) 128GB SILVER,CKGH9XQDXG,"R$ 2.500,00","R$ 170,00","R$ 2.180,00",PIX,,"R$ 150,00",mai,26,MARCELA,ONLINE
26/05/2026,BOOMBOX 4 LARANJA NOVO,TL1973-BQ0009136,"R$ 2.640,00","R$ 85,00","R$ 2.390,00","Pix 2500,00/ pix 140,00",,"R$ 165,00",mai,26,MARCELA,ONLINE
26/05/2026,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,35 700319 680994 4,"R$ 5.100,00","R$ 25,00","R$ 4.850,00","Pix 4100,00/ entrou um 12 128Gb seminovo por 1000,00",,"R$ 225,00",mai,26,MARCELA,ONLINE
26/05/2026,IPHONE 17 256GB  BRANCO NOVO,35 282456 242388 6,"R$ 4.850,00","R$ 15,00","R$ 4.600,00","1.500,00 em dinheiro /1750 em pix /Entrada de 13 128 GB branco - R$: 1.600,00",,"R$ 235,00",mai,26,Guilherme,BLOCO B
26/05/2026,IPHONE 16 PRO MAX 1TB PRETO NOVO,35 922238 098570 2,"R$ 5.800,00","R$ 15,00","R$ 5.300,00","R$ 2.000,00 PIX / R$ 4.323,10 EM 12X",,"R$ 485,00",mai,26,Guilherme,BLOCO B
26/05/2026,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,359222385905622,"R$ 5.150,00","R$ 25,00","R$ 4.850,00","2.000,00 dinheiro/ 2.000,00 pix / 1.173,47 débito",,"R$ 275,00",mai,26,Ronald,CASES
27/05/2026,IPHONE 17 PRO MAX SILVER 256GB NOVO,CYFWFHQWXC,"R$ 7.999,99","R$ 15,00","R$ 1.800,00",PIX,,"R$ 185,00",mai,26,MARCELA,ONLINE
27/05/2026,REDMI NOTE 15 PRO PLUS 5G PRETO NOVO,8638440867199603,"R$ 1.990,00",R$ -,"R$ 1.880,00",PIX,,"R$ 110,00",mai,26,MARCELA,ONLINE
27/05/2026,IPHONE 13 128GB AZUL SEMINOVO,35 258650 780740 6,"R$ 2.093,00","R$ 25,00","R$ 1.780,00",CARTAO,,"R$ 258,00",mai,26,MARCELA,ONLINE
27/05/2026,IPHONE 15 PRO MAX 256GB AZUL SEMINOVO,35 467984 699525 9,"R$ 3.950,00","R$ 25,00","R$ 3.700,00","3.950,00",,"R$ 225,00",mai,26,Guilherme,BLOCO B
27/05/2026,IPHONE 12 64GB BRANCO SEMINOVO,35 982748 162548 4,"R$ 1.395,00","R$ 25,00","R$ 1.150,00",PIX,,"R$ 220,00",mai,26,Higor Guedes,CELL
27/05/2026,POCO C85 PRETO 256GB NOVO,864280089992609,"R$ 1.445,00",R$ -,"R$ 860,00","PIX R$ 1.300,00 / PIX R$ 145,00",,"R$ 585,00",mai,26,Higor Guedes,CELL
27/05/2026,IPHONE 17 PRO 256GB AZUL SEMINOVO,354956977489959,"R$ 6.500,00",R$ -,"R$ 6.230,00","PIX R$ 4.500,00 / ENTRADA IPH 14 256GB R$ 2.000,00",,"R$ 270,00",mai,26,MARCELA,CASES
27/05/2026,IPHONE 16 PRO MAX 256GB DOURADO SEMINOVO,35 720598 997054 0,"R$ 5.250,00","R$ 25,00","R$ 4.850,00","PIX de R$ 1.000,00 / PIX de 1.085,00 / PIX de R$ 3.165,00",,"R$ 375,00",mai,26,RENATA,CELL
27/05/2026,IPHONE 16 PRETO 128GB SEMINOVO,35 896458 266404 6,"R$ 3.400,00",R$ -,"R$ 3.050,00",PIX,,"R$ 350,00",mai,26,Ronald,CASES
27/05/2026,IPHONE 17 PRO 256GB BRANCO SEMINOVO,35 045577 4133336,"R$ 6.300,00","R$ 10,00","R$ 6.100,00",PIX TOTAL R$ 6.300,,"R$ 190,00",mai,26,Higor Guedes,CELL
28/05/2026,IPHONE 14 128GB PRETO SEMINOVO,35205168219722 0,"R$ 2.200,00",R$ -,"R$ 1.900,00","Entrou o 13 pro 128 de volta / Filipe mandou 300,00 pra ele no pix",,R$ -,mai,26,MARCELA,ONLINE
28/05/2026,IPHONE 17 PRO 256GB BRANCO SEMINOVO,35499626 9680378,"R$ 6.600,00","R$ 95,00","R$ 6.100,00",PIX,,"R$ 405,00",mai,26,MARCELA,ONLINE
28/05/2026,IPHONE 17 PRO 256GB BRANCO SEMINOVO,35 229444 911388 8,"R$ 6.650,00","R$ 40,00","R$ 6.100,00","2000 pix / 4650,00 cartão 12x",,"R$ 510,00",mai,26,MARCELA,ONLINE
28/05/2026,IPHONE 12 PRO MAX 256GB GRAFITE SEMINOVO,35 316766 322108 3,"R$ 2.576,00","R$ 25,00","R$ 2.300,00","5152,00 em 8x  (PAGAMENTO JUNTO, APARELHO 1)",,"R$ 251,00",mai,26,MARCELA,ONLINE
28/05/2026,IPHONE 12 PRO MAX 256GB GRAFITE SEMINOVO,35 706122 098880 3,"R$ 2.576,00","R$ 65,00","R$ 2.300,00",PAGAMENTO JUNTO APARELHO 2,,"R$ 211,00",mai,26,MARCELA,ONLINE
28/05/2026,IPHONE 16 PRO MAX 256GB DESERT SEMINOVO,35 348462 644313 8,"R$ 5.446,00","R$ 25,00","R$ 5.000,00",PIX,,"R$ 421,00",mai,26,Camila,CELL
28/05/2026,IPHONE 11 128GB BRANCO SEMINOVO,35658110 8114007,"R$ 1.161,00","R$ 115,00","R$ 700,00","1161,00 em 8x",,"R$ 346,00",mai,26,MARCELA,ONLINE
28/05/2026,IPHONE 16 PRO MAX 1TB PRETO SEMINOVO,35 506754 233732 4,"R$ 5.930,00","R$ 25,00","R$ 5.300,00","200,00 PIX / 5.571,28 CREDITO 15X",,"R$ 605,00",mai,26,Ronald,CASES
28/05/2026,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,35 427635 571495 5,"R$ 5.300,00","R$ 10,00","R$ 4.850,00","R$5300,00 no crédito",,"R$ 440,00",mai,26,RENAN,BLOCO B
28/05/2026,IPHONE 17 PRO 256GB BRANCO SEMINOVO,35 550035 032022 2,"R$ 6.821,00","R$ 5,00","R$ 6.100,00",R$6820 no crédito,,"R$ 716,00",mai,26,RENAN,BLOCO B
28/05/2026,IPHONE 17 PRO MAX BRANCO NOVO 256GB,359652121886894,"R$ 8.300,00","R$ 10,00","R$ 7.750,00","PIX 3.450,00 / ENTRADA IPH 16 PRO MAX 4.850,00",,"R$ 540,00",mai,26,Higor Guedes,CELL
28/05/2026,IPHONE 16 PRO MAX 512GB PRETO SEMINOVO,35 433112 146665 1,"R$ 5.650,00","R$ 50,00","R$ 5.150,00","3.984,29 em 10x / ENTRADA IPHONE 16e 128 Gb branco a 2.100,00",,"R$ 450,00",mai,26,Guilherme,BLOCO B
29/05/2026,IPHONE 14 128GB AZUL SEMINOVO,359388532621543,"R$ 2.150,00","R$ 25,00","R$ 1.900,00","2320,00 em 5x",,"R$ 225,00",mai,26,MARCELA,ONLINE
29/05/2026,REDMI NOTE 15 PRO 4G 256GB PRETO NOVO,863911086287848,"R$ 1.627,00","R$ 50,00","R$ 1.430,00","530,00 pix / 1097 em 5x",,"R$ 147,00",mai,26,MARCELA,ONLINE
29/05/2026,REDMI NOTE 15 PRO 5G 256GB PRETO NOVO,865293081783289,"R$ 1.852,00","R$ 50,00","R$ 1.680,00","900,00 pix / 952,00 em 7x",,"R$ 122,00",mai,26,MARCELA,ONLINE
29/05/2026,IPHONE 13 128GB BRANCO SEMINOVO,350689751889144,"R$ 1.850,00",R$ -,"R$ 1.750,00",PIX,,"R$ 100,00",mai,26,Ronald,CASES
29/05/2026,IPHONE 14 PRO MAX 512GB ROXO SEMINOVO,353360948256186,"R$ 3.800,00","R$ 25,00","R$ 2.500,00","R$ 1.700,00 PIX / ENTRADA IPH 12 PRO 256GB BRANCO R$ 2.100,00",,"R$ 275,00",mai,26,Ronald,CASES
29/05/2026,IPHONE 17 PRO 512GB SILVER NOVO,352001999333984,"R$ 8.974,00","R$ 90,00","R$ 8.400,00","8.524,00 PIX / ENTRADA IPH 15 PRO 256GB R$ 2.800,00 (PAGAMENTO JUNTO, APARELHO 1)",,"R$ 484,00",mai,26,Ronald,CASES
29/05/2026,IPAD 11 128GB SILVER NOVO,J97T5Q77HRQ,"R$ 2.350,00","R$ 10,00","R$ 2.150,00",PAGAMENTO JUNTO (APARELHO 2),,"R$ 190,00",mai,26,Ronald,CASES
29/05/2026,IPHONE 17 PRO 512GB SILVER NOVO,354289632214376,"R$ 8.900,00","R$ 25,00","R$ 8.400,00","PEGANDO 14 PRO 512GB PRETO POR R$2.800,00/ PEGANDO 17 PRO SILVER 256GB POR R$6.100,00",,"R$ 475,00",mai,26,Bianca,CASES
29/05/2026,IPHONE 16 128GB AZUL SEMINOVO,35 100619 974058 2,"R$ 3.830,00","R$ 10,00","R$ 3.100,00","PIX 1200,00 / PIX 230,00 / ENTRADA IPH 14 LILAS R$ 1.850,00 / APPLE WATCH R$ 550,00",,"R$ 720,00",mai,26,Higor Guedes,CELL
30/05/2026,IPHONE 17 PRO 256GB BRANCO SEMINOVO,767999 3104397,"R$ 6.637,00","R$ 210,00","R$ 6.100,00","1.500,00 pix / 2.237,00 crédito / 2.900,00 entrada 15 pro",,"R$ 327,00",mai,26,Yasmin,CELL
30/05/2026,IPHONE 15 PRO MAX 256GB SEMINOVO,35 696446 574043 6,"R$ 4.000,00","R$ 25,00","R$ 3.700,00","1300,00 pix / entrou um 14 pro Max 128 por 2700,00",,"R$ 275,00",mai,26,MARCELA,ONLINE
30/05/2026,IPHONE 16 PRO MAX 256GB DESERT SEMINOVO,354661674485405,"R$ 5.200,00",R$ -,"R$ 4.850,00","R$2000,00 em dinheiro, R$3200 no pix",,"R$ 350,00",mai,26,RENAN,BLOCO B
30/05/2026,REDMI PAD 2 256GB PRETO NOVO,65577/W6PU00619,"R$ 1.350,00",R$ -,"R$ 1.250,00",PIX,,"R$ 100,00",mai,26,RENAN,BLOCO B
30/05/2026,IPHONE 15 128GB AZUL NOVO,355225779897630,"R$ 3.900,00","R$ 10,00","R$ 3.750,00",R$1000 no pix + 2900 no crédito em 3x,,"R$ 140,00",mai,26,RENAN,BLOCO B
30/05/2026,IPHONE 16 PRO 256GB PRETO SEMINOVO,35 746344 237264 5,"R$ 4.700,00","R$ 25,00","R$ 4.500,00","800,00 no pix dia 28/05 de reserva / 250,00 pix / 3350,00 pix / 300,00 restante a entrada de um xs Max seminovo",,"R$ 175,00",mai,26,MARCELA,ONLINE
30/05/2026,IPHONE 17 PRO 256GB PRETO NOVO,355820203650330,"R$ 7.300,00",R$ -,"R$ 6.900,00","4100,00 crédito 12x/ 3200,00 entrada de um 16 pro 256 seminovo",,"R$ 400,00",mai,26,MARCELA,ONLINE
30/05/2026,IPHONE 17 PRO 512GB AZUL NOVO,354289633583902,"R$ 8.250,00","R$ 15,00","R$ 8.000,00","3500,00 pix /3050,00 pix / 1700,00 entrou um 13 128 seminovo",,"R$ 235,00",mai,26,MARCELA,ONLINE
30/05/2026,IPHONE 13 256GB ROSA SEMINOVO,352824489625845,"R$ 2.300,00","R$ 25,00","R$ 1.900,00","2300,00 cartão 9x",,"R$ 375,00",mai,26,MARCELA,ONLINE
30/05/2026,IPHONE XS MAX 256GB DOURADO SEMINOVO,35 11210210856 6,"R$ 350,00",R$ -,"R$ 300,00",PIX,,"R$ 50,00",mai,26,MARCELA,ONLINE
30/05/2026,IPHONE 15 PRO  256GB AZUL SEMINOVO,353864164761936,"R$ 3.600,00","R$ 25,00","R$ 3.200,00","2.300,00 PIX / ENTRADA IPH 12 PRO 1.300,00",,"R$ 375,00",mai,26,Ronald,CASES
30/05/2026,PARTY BOX 120 PRETA,58035038,"R$ 1.800,00",R$ -,"R$ 1.700,00",PIX,,"R$ 100,00",mai,26,Ronald,CASES
30/05/2026,IPHONE 16 PRO 256GB  PRETO SEMINOVO,35 989692 803543 3,"R$ 4.830,00","R$ 25,00","R$ 4.500,00","PIX + ENTRADA IPH 12 R$ 1.200,00",,"R$ 305,00",mai,26,Camila,CELL
30/05/2026,MACBOOK AIR M5 13  512GB NOVO,K42L7RHF4J,"R$ 7.350,00","R$ 50,00","R$ 6.750,00","1.300,00 PIX / 1.619,00 CRÉDITO 5x / 2.800,00 ( PIX DIA 31/05)",,"R$ 550,00",mai,26,Ronald,CASES
30/05/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,350552893601530,"R$ 7.950,00","R$ 25,00","R$ 7.550,00","DINHEIRO R$ 3.100/ PIX / ENTRADA IPH 16 PRO 256GB R$ 4.850,00",,"R$ 375,00",mai,26,Higor Guedes,CELL
30/05/2026,MACBOOK NEO SILVER 256GB NOVO,CR2N7W25Q1,"R$ 4.422,00",R$ -,"R$ 4.300,00",PIX,,"R$ 122,00",mai,26,Higor Guedes,CELL
30/05/2026,REDMI NOTE 15 256GB VERDE NOVO,862795081570725,"R$ 1.242,00",R$ -,"R$ 1.130,00",PIX,,"R$ 112,00",mai,26,Higor Guedes,CELL
30/05/2026,IPHONE 14 PRO SEMINOVO 512GB PRETO,35 425683 475563 9,"R$ 3.350,00","R$ 10,00","R$ 2.800,00","PIX R$ 1.800,00 / ENTRADA IPH 13 1.550,00",,"R$ 540,00",mai,26,Higor Guedes,CELL
30/05/2026,IPHONE 16 PRO MAX 512GB PRETO SEMINOVO,35 720598 182994 2,"R$ 5.714,00","R$ 25,00","R$ 5.150,00","PIX R$ 3.164,00 / PIX R$ 1.000,00 / ENTRADA IPH 13 R$ 1.550,00",,"R$ 539,00",mai,26,Higor Guedes,CELL
30/05/2026,IPHONE 13 PRO MAX 256GB AZUL SEMINOVO,35 178656 4816337,"R$ 2.900,00",R$ -,"R$ 2.800,00",PIX,,"R$ 100,00",mai,26,Higor Guedes,CELL
30/05/2026,IPHONE 11 128GB PRETO USADO,,"R$ 1.062,00","R$ 25,00","R$ 700,00",PIX,,"R$ 337,00",mai,26,RUYTER,CASES
30/05/2026,POCO X7 PRO 512GB PRETO NOVO,869471083013626,"R$ 2.140,00",R$ -,"R$ 1.990,00","2401,80 em 10x",,"R$ 150,00",mai,26,Guilherme,BLOCO B
31/05/2026,IPHONE 16 PRO 256GB DESERT SEMINOVO,35 759231 586721 3,"R$ 4.700,00","R$ 25,00","R$ 4.500,00",PIX,,"R$ 175,00",mai,26,MARCELA,ONLINE
31/05/2026,IPHONE 16 PRO MAX 256GB DESERT SEMINOVO,5 421097 359912 6,"R$ 5.300,00","R$ 15,00","R$ 5.000,00","3100,00 em 10x /500,00 pix /1700,00 de um 13 normal seminovo",,"R$ 285,00",mai,26,MARCELA,ONLINE
