DATA,MODELO,IMEI,VALOR DE VENDA,BRINDE,CUSTO APARELHO,FORMA DE PAGAMENTO,LUCRO,VENDEDOR,LOJA,PRECISA_REVISAO,MOTIVO_REVISAO,ENTENDIMENTO
21/06/2026,IPHONE 14 PRO MAX PRETO SEMINOVO,,"R$ 3.166,00","R$ 15,00","R$ 3.075,00",PAGAMENTO JUNTO APARELHO 2,"R$ 76,00",Higor Guedes,CELL,SIM,Sem IMEI,grupo 8 (189 e 190): valor da venda = 3166 | 3166 pix = 3166 | grupo R$ 7266
21/06/2026,IPHONE 17 PRO MAX 256GB SILVER SEMINOVO,35 820613 075988 0,"R$ 6.850,00",R$ -,"R$ 6.600,00","PIX R$ 900,00 / PIX R$ 3.500,00 / ENTRADA IPH 13 PRO MAX R$ 2450","R$ 250,00",Ruyter,CASES,SIM,So extraiu: 4400 pix de 6850 → falta R$ 2450 sem valor explicito no texto,
21/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,MFXJ4LL/A,"R$ 7.300,00","R$ 20,00","R$ 7.000,00","R$ 5.700 pix / entrando 13 128GB verde a 1.600,00","R$ 280,00",Guilherme,BLOCO B,NAO,,valor da venda = 7300 | 5700 pix + 1600 troca | brinde 20
23/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,357247257710968,"R$ 7.400,00","R$ 15,00","R$ 7.000,00","460,00 pix /4140,00 pix/ entrou um 14 pro Max seminovo por 2800,00","R$ 385,00",Marcela,ONLINE,NAO,,valor da venda = 7400 | 4600 pix + 2800 troca | brinde 15
23/06/2026,FONTE APPLE ORIGINAL BRANCO,C4H6123284GQ8YQAZ,"R$ 330,00","R$ 35,00","R$ 125,00",PIX,"R$ 170,00",Marcela,ONLINE,NAO,,valor da venda = 330 | 330 pix | brinde 35
23/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,355101477277286,"R$ 7.203,00","R$ 15,00","R$ 6.900,00","7203,00 em 10x","R$ 288,00",Marcela,ONLINE,NAO,,valor da venda = 7203 | 7203 credito | brinde 15
23/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,359652126214217,"R$ 7.345,00","R$ 45,00","R$ 6.900,00","Pagou 2545,00 em 6x/ entrou um 16 pro Max 256 seminovo por 4800,00","R$ 400,00",Marcela,ONLINE,NAO,,valor da venda = 7345 | 2545 credito + 4800 troca | brinde 45
23/06/2026,IPHONE 17 PRO MAX 256GB SILVER LACRADO,359372359613163,"R$ 8.372,00","R$ 40,00","R$ 7.250,00","R$ 6996,00 12X / R$ 80,00 1X / ENTRADA IPHONE 11 PRO MAX R$ 1.300,00","R$ 236,00",Raissa,CELL,SIM,So extraiu: 1300 troca de 8372 → falta R$ 7072 sem valor explicito no texto,
23/06/2026,IPHONE 16 PRO MAX 1TB NATURAL SEMINOVO,35 922238 047560 5,"R$ 5.566,00",R$ -,"R$ 5.200,00","PIX R$ 3.000,00 / PIX R$ 2.566,00","R$ 366,00",Higor Guedes,CELL,NAO,,valor da venda = 5566 | 5566 pix
23/06/2026,IPHONE 17 PRO MAX 256GB AZUL SEMINOVO,35 928569 115769 1,"R$ 7.500,00","R$ 10,00","R$ 6.600,00","PIX R$ 4.850,00 / ENTRADA IPH 14 PRO 256GB PRETO R$ 2.650,00","R$ 890,00",Higor Guedes,CELL,NAO,,valor da venda = 7500 | 4850 pix + 2650 troca | brinde 10
23/06/2026,IPHONE 17 PRO MAX 256GB BRANCO NOVO,359372358367985,"R$ 7.750,00","R$ 145,00","R$ 7.250,00","PIX R$ 4.000,00 / PIX R$ 1.100,00 / ENTRADA IPH 15 128GB PRETO R$ 2.650,00","R$ 355,00",Higor Guedes,CELL,NAO,,valor da venda = 7750 | 5100 pix + 2650 troca | brinde 145
23/06/2026,IPHONE 17 PRO MAX 256GB AZUL SEMINOVO,35 928569 296526,"R$ 6.950,00","R$ 10,00","R$ 6.600,00","PIX 10900,00 / ENTRADA IPH 14 256GB PRETO R$ 2.150,00 / ENTRADA IPH 13 128GB R$ 1.650,00 ( PAGAMENTO JUNTO- APARELHO 1)","R$ 340,00",Higor Guedes,CELL,NAO,,grupo 9 (201 e 202): valor da venda = 6950 | 3150 pix + 3800 troca = 6950 | grupo R$ 14700
23/06/2026,IPHONE 17 PRO MAX BRANCO NOVO,353763617375619,"R$ 7.750,00","R$ 15,00","R$ 7.250,00",PAGAMENTO JUNTO APARELHO 2,"R$ 485,00",Higor Guedes,CELL,NAO,,grupo 9 (201 e 202): valor da venda = 7750 | 7750 pix = 7750 | grupo R$ 14700
23/06/2026,APPLE WATCH S11 46 MM SPACE GRAY NOVO,mwyy9c3fq5,"R$ 2.450,00","R$ 5,00","R$ 2.750,00",PIX,"R$ 295,00",Guilherme,BLOCO B,NAO,,valor da venda = 2450 | 2450 pix | brinde 5
24/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,357247258909189,"R$ 7.150,00","R$ 15,00","R$ 6.900,00","7200 pix/ 100,00 pix (PAGAMENTO JUNTO - APARELHO 1)","R$ 235,00",Marcela,ONLINE,NAO,,grupo 10 (204 e 205): valor da venda = 7150 | 7150 pix = 7150 | grupo R$ 7300
24/06/2026,FONTE APPLE ORIGINAL,C4H610305UYQ8YQAU,"R$ 150,00",R$ -,"R$ 125,00",PAGAMENTO JUNTO APARELHO 2,"R$ 25,00",Marcela,ONLINE,NAO,,grupo 10 (204 e 205): valor da venda = 150 | 150 pix = 150 | grupo R$ 7300
24/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,35 724725 881182 3,"R$ 7.500,00","R$ 35,00","R$ 7.000,00","PIX: R$ 1.000,00 / ENTRADA IPHONE 16 PRO MAX R$ 4.800,00","R$ 465,00",Ruyter,CASES,SIM,So extraiu: 1000 pix + 4800 troca de 7500 → falta R$ 1700 sem valor explicito no texto,
24/06/2026,IPHONE 16 PRO MAX 256GB NATURAL SEMINOVO,355445520114743,"R$ 5.000,00","R$ 20,00","R$ 4.800,00","R$ 2.200,00 PIX / ENTRADA IPH 14 PRO MAX ROXO 256GB R$ 2.800,00","R$ 180,00",Ronald,CASES,NAO,,valor da venda = 5000 | 2200 pix + 2800 troca | brinde 20
24/06/2026,IPAD 11 128GB SILVER NOVO,J9JJP7WP9G,"R$ 2.410,00","R$ 20,00","R$ 2.230,00","PIX R$ 1.560,00 / R$ 894,72 CRÉDITO 2X","R$ 170,00",Ronald,CASES,NAO,,valor da venda = 2410 | 1560 pix + 850 credito (visa 2x (taxa 5.0%)) | brinde 20
24/06/2026,IPHONE 16 PRO MAX 256GB BRANCO SEMINOVO,,"R$ 5.122,00","R$ 25,00","R$ 4.800,00",PIX,"R$ 297,00",Ruyter,CASES,SIM,Sem IMEI,valor da venda = 5122 | 5122 pix | brinde 25
24/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,359178370047483,"R$ 7.200,00","R$ 15,00","R$ 6.900,00",PIX,"R$ 285,00",Higor Guedes,CELL,NAO,,valor da venda = 7200 | 7200 pix | brinde 15
24/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,351205748943701,"R$ 7.000,00",R$ -,"R$ 6.900,00",PIX,"R$ 100,00",Higor Guedes,CELL,NAO,,valor da venda = 7000 | 7000 pix
24/06/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,35 023097 992742 2,"R$ 7.450,00","R$ 25,00","R$ 7.200,00",R$ 5.000 pix / ENTRANDO 15 PRO MAX 256 GB a 3.700 (PAGAMENTO JUNTO - APARELHO 1),"R$ 225,00",Guilherme,BLOCO B,NAO,,grupo 11 (212 e 213): valor da venda = 7450 | 3750 pix + 3700 troca = 7450 | grupo R$ 8700
24/06/2026,IPHONE 11 PRO 256GB PRETO SEMINOVO,35 323710 200304 4,"R$ 1.250,00","R$ 25,00","R$ 1.000,00",PAGAMENTO JUNTO APARELHO 2,"R$ 225,00",Guilherme,BLOCO B,NAO,,grupo 11 (212 e 213): valor da venda = 1250 | 1250 pix = 1250 | grupo R$ 8700
25/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,357247258431358,"R$ 7.000,00",R$ -,"R$ 6.900,00",PIX,"R$ 100,00",Ronald,CASES,NAO,,valor da venda = 7000 | 7000 pix
25/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,359178372430588,"R$ 7.806,00","R$ 10,00","R$ 6.900,00","R$ 3.306,00 crédito 10X / R$ 2.000,00 Pix / ENTRADA IPHONE 15 PRO MAX R$ 2.500,00","R$ 535,00",Raissa,CELL,NAO,,valor da venda = 7806 | 2000 pix + 3306 credito + 2500 troca | brinde 10
25/06/2026,IPHONE 16 128GB VERDE NOVO,356342310956822,"R$ 4.200,00","R$ 5,00","R$ 4.050,00","2550,00 pix/entrou um 13 seminovo por 1650,00","R$ 145,00",Marcela,ONLINE,NAO,,valor da venda = 4200 | 2550 pix + 1650 troca | brinde 5
25/06/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,351205747937779,"R$ 7.350,00","R$ 5,00","R$ 7.200,00","2550,00 em 18x / entrou um 16 pro Max seminovo por 4800,00","R$ 145,00",Marcela,ONLINE,NAO,,valor da venda = 7350 | 2550 credito + 4800 troca | brinde 5
25/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,351668147569627,"R$ 7.205,00","R$ 15,00","R$ 7.000,00","2405 em 10x /entrou um 16 pro Max seminovo por 4800,00","R$ 190,00",Marcela,ONLINE,NAO,,valor da venda = 7205 | 2405 credito + 4800 troca | brinde 15
25/06/2026,IPHONE 15 256GB PRETA SEMINOVO,35 427870 460700 5,"R$ 3.400,00","R$ 25,00","R$ 2.900,00","3100,00 em 10x / entrou um 11 seminovo por 300,00","R$ 475,00",Marcela,ONLINE,NAO,,valor da venda = 3400 | 3100 credito + 300 troca | brinde 25
25/06/2026,IPHONE 14 128GB BRANCO SEMINOVO,35 424858 965788 8,"R$ 2.200,00","R$ 20,00","R$ 1.900,00","1600,00 em 10x /100 reias dinheiro / entrou um 11 seminovo por 500,00","R$ 280,00",Marcela,ONLINE,SIM,So extraiu: 1600 credito + 500 troca de 2200 → falta R$ 100 sem valor explicito no texto,
25/06/2026,IPHONE 15 PRO MAX 512GB PRETO SEMINOVO,35 457035 9750878,"R$ 4.300,00",R$ -,"R$ 4.100,00","R$3.400,00 PIX / R$ 700,00 PIX","R$ 200,00",Ronald,CASES,SIM,So extraiu: 4100 pix de 4300 → falta R$ 200 sem valor explicito no texto,
25/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,357247257477469,"R$ 7.300,00","R$ 15,00","R$ 7.000,00","3500,00 pix / entrou um 15 pro Max seminovo por 3800,00","R$ 285,00",Marcela,ONLINE,NAO,,valor da venda = 7300 | 3500 pix + 3800 troca | brinde 15
25/06/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,358862620187345,"R$ 4.000,00","R$ 25,00","R$ 3.800,00","PIX R$ 1.000,00 / DINHEIRO R$ 3.000,00","R$ 175,00",Raissa,CELL,NAO,,valor da venda = 4000 | 1000 pix + 3000 dinheiro | brinde 25
25/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,,"R$ 7.200,00","R$ 35,00","R$ 6.900,00","14 PRO MAX 128GB de entrada no valor de R$ 2.900,00 / PIX de R$ 4.300,00","R$ 265,00",Renata,,SIM,Sem IMEI,valor da venda = 7200 | 4300 pix + 2900 troca | brinde 35
30/06/2026,REDMI PAD 2 128GB GRAFIT NOVO,65520/W5Z501219,"R$ 1.200,00",,"R$ 900,00",PIX,"R$ 210,00",Higor Guedes,CELL,NAO,,valor da venda = 1200 | 1200 pix
